timestamp,name,X,Y,pitch,loaded,destination,Emergency,task-id,workstation,window_start,window_end,service_start,service_end,late,waiting_for_station
25,Wheeljack,2,13,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
26,Bluestreak,1,2,270,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
26,Bumblebee,8,4,270,false,,false,,,,,,,false,false
26,Hound,2,7,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
26,Ironhide,2,9,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
26,Jazz,3,9,0,false,,false,,,,,,,false,false
26,Megatron,2,2,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
26,Optimus,12,12,0,false,,false,,,,,,,false,false
26,Ratchet,2,12,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
26,RedAlert,5,4,270,false,,false,,,,,,,false,false
26,Sideswipe,6,8,0,false,,false,,,,,,,false,false
26,Smokescreen,2,4,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
26,Wheeljack,2,14,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
27,Bluestreak,1,2,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
27,Bumblebee,8,3,270,false,,false,,,,,,,false,false
27,Hound,2,8,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
27,Ironhide,2,10,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
27,Jazz,3,9,0,false,,false,,,,,,,false,false
27,Megatron,2,3,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
27,Optimus,12,12,0,false,,false,,,,,,,false,false
27,Ratchet,2,13,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
27,RedAlert,5,3,270,false,,false,,,,,,,false,false
27,Sideswipe,6,8,0,false,,false,,,,,,,false,false
27,Smokescreen,2,5,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
27,Wheeljack,2,15,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
28,Bluestreak,1,3,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
28,Bumblebee,8,2,270,false,,false,,,,,,,false,false
28,Hound,2,9,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
28,Ironhide,2,11,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
28,Jazz,3,9,0,false,,false,,,,,,,false,false
28,Megatron,2,4,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
28,Optimus,12,12,0,false,,false,,,,,,,false,false
28,Ratchet,2,14,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
28,RedAlert,5,2,270,false,,false,,,,,,,false,false
28,Sideswipe,6,8,0,false,,false,,,,,,,false,false
28,Smokescreen,2,6,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
28,Wheeljack,2,16,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
29,Bluestreak,1,4,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
29,Bumblebee,8,2,180,false,,false,,,,,,,false,false
29,Bumblebee,3,13,0,false,,false,,,,,,,false,false
29,Hound,2,10,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
29,Ironhide,2,12,90,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
29,Jazz,3,9,0,false,,false,,,,,,,false,false
29,Megatron,2,5,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
29,Optimus,12,12,0,false,,false,,,,,,,false,false
29,Ratchet,2,15,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
29,RedAlert,5,2,180,false,,false,,,,,,,false,false
29,Sideswipe,6,8,0,false,,false,,,,,,,false,false
29,Smokescreen,2,7,90,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
29,Wheeljack,2,17,90,true,209C,false,209C-1,209C,2,132,46,54,false,false
30,Bluestreak,1,5,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
30,Bumblebee,7,2,180,false,,false,,,,,,,false,false
30,Bumblebee,3,13,0,false,,false,,,,,,,false,false
30,Hound,2,11,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
30,Ironhide,2,12,0,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
30,Jazz,3,9,0,false,,false,,,,,,,false,false
30,Megatron,2,6,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
30,Optimus,12,12,0,false,,false,,,,,,,false,false
30,Ratchet,2,16,90,true,209B,false,209B-1,209B,2,102,50,61,false,false
30,RedAlert,4,2,180,false,,false,,,,,,,false,false
30,Sideswipe,6,8,0,false,,false,,,,,,,false,false
30,Smokescreen,2,7,0,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
30,Wheeljack,2,17,0,true,209C,false,209C-1,209C,2,132,46,54,false,false
31,Bluestreak,1,6,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
31,Bumblebee,6,2,180,false,,false,,,,,,,false,false
31,Bumblebee,3,13,0,false,,false,,,,,,,false,false
31,Hound,2,12,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
31,Ironhide,3,12,0,true,130B-3,false,130B-3-1,130B-3,3,132,35,52,false,false
31,Jazz,3,9,0,false,,false,,,,,,,false,false
31,Megatron,2,7,90,true,140B-3,false,140B-3-1,140B-3,4,129,47,60,false,false
31,Optimus,12,12,0,false,,false,,,,,,,false,false
31,Ratchet,2,16,0,true,209B,false,209B-1,209B,2,102,50,61,false,false
31,RedAlert,3,2,180,false,,false,,,,,,,false,false
31,Sideswipe,6,8,0,false,,false,,,,,,,false,false
31,Smokescreen,3,7,0,true,140C-2,false,140C-2-1,140C-2,4,99,43,61,false,false
31,Wheeljack,3,17,0,true,209C,false,209C-1,209C,2,132,46,54,false,false
32,Bluestreak,1,7,90,true,200B-2,false,200B-2-1,200B-2,4,100,53,64,false,false
32,Bumblebee,5,2,180,false,,false,,,,,,,false,false
32,Bumblebee,3,13,0,false,,false,,,,,,,false,false
32,Hound,2,13,90,true,209D,false,209D-1,209D,3,112,52,67,false,false
