timestamp,name,X,Y,pitch,loaded,destination,Emergency,task-id
5,Wheeljack,17,3,0,false,,false,
5,Ratchet,18,6,90,false,,false,
5,Ironhide,3,15,270,false,,false,
5,Hound,5,17,180,false,,false,
5,Smokescreen,8,17,180,false,,false,
5,Megatron,13,17,0,false,,false,
5,Bluestreak,16,17,0,false,,false,
5,RedAlert,18,15,270,false,,false,
6,Optimus,3,6,180,false,,false,
6,Bumblebee,2,1,90,false,,false,
6,Jazz,4,1,180,false,,false,
6,Sideswipe,15,3,0,false,,false,
6,Wheeljack,18,3,0,false,,false,
6,Ratchet,18,6,0,false,,false,
6,Ironhide,3,14,270,false,,false,
6,Hound,4,17,180,false,,false,
6,Smokescreen,7,17,180,false,,false,
6,Megatron,14,17,0,false,,false,
6,Bluestreak,17,17,0,false,,false,
6,RedAlert,18,14,270,false,,false,
7,Optimus,2,6,180,false,,false,
7,Bumblebee,2,2,90,false,,false,
7,Jazz,3,1,180,false,,false,
7,Sideswipe,16,3,0,false,,false,
7,Wheeljack,19,3,0,false,,false,
7,Ratchet,19,6,0,false,,false,
7,Ironhide,3,14,180,false,,false,
7,Hound,3,17,180,false,,false,
7,Smokescreen,6,17,180,false,,false,
7,Megatron,15,17,0,false,,false,
7,Bluestreak,18,17,0,false,,false,
7,RedAlert,18,14,0,false,,false,
8,Optimus,2,6,180,true,Xiamen,false,Tiger-1
8,Bumblebee,2,3,90,false,,false,
8,Jazz,2,1,180,false,,false,
8,Sideswipe,17,3,0,false,,false,
8,Wheeljack,19,3,90,false,,false,
8,Ratchet,19,6,0,true,Kunming,false,Rabbit-1
8,Ironhide,2,14,180,false,,false,
8,Hound,2,17,180,false,,false,
8,Smokescreen,5,17,180,false,,false,
8,Megatron,16,17,0,false,,false,
8,Bluestreak,19,17,0,false,,false,
8,RedAlert,19,14,0,false,,false,
9,Optimus,2,6,90,true,Xiamen,false,Tiger-1
9,Bumblebee,2,4,90,false,,false,
9,Jazz,2,1,90,false,,false,
9,Sideswipe,18,3,0,false,,false,
9,Wheeljack,19,4,90,false,,false,
9,Ratchet,19,6,180,true,Kunming,false,Rabbit-1
9,Ironhide,2,14,180,true,Chengdu,false,Horse-1
9,Hound,2,17,270,false,,false,
9,Smokescreen,4,17,180,false,,false,
9,Megatron,17,17,0,false,,false,
9,Bluestreak,19,17,270,false,,false,
9,RedAlert,19,14,0,true,Shanghai,false,Monkey-1
10,Optimus,2,7,90,true,Xiamen,false,Tiger-1
10,Bumblebee,2,5,90,false,,false,
10,Jazz,2,2,90,false,,false,
10,Sideswipe,19,3,0,false,,false,
10,Wheeljack,19,5,90,false,,false,
10,Ratchet,18,6,180,true,Kunming,false,Rabbit-1
10,Ironhide,2,14,270,true,Chengdu,false,Horse-1
10,Hound,2,16,270,false,,false,
10,Smokescreen,3,17,180,false,,false,
10,Megatron,18,17,0,false,,false,
10,Bluestreak,19,16,270,false,,false,
10,RedAlert,19,14,270,true,Shanghai,false,Monkey-1
11,Optimus,2,7,0,true,Xiamen,false,Tiger-1
11,Bumblebee,2,6,90,false,,false,
11,Jazz,2,3,90,false,,false,
11,Sideswipe,19,3,90,false,,false,
11,Wheeljack,19,6,90,false,,false,
11,Ratchet,17,6,180,true,Kunming,false,Rabbit-1
11,Ironhide,2,13,270,true,Chengdu,false,Horse-1
11,Hound,2,15,270,false,,false,
11,Smokescreen,2,17,180,false,,false,
11,Megatron,19,17,0,false,,false,
11,Bluestreak,19,15,270,false,,false,
11,RedAlert,19,13,270,true,Shanghai,false,Monkey-1
12,Optimus,3,7,0,true,Xiamen,false,Tiger-1
12,Bumblebee,2,6,90,true,Changsha,false,Tiger-2
12,Jazz,2,4,90,false,,false,
12,Sideswipe,19,4,90,false,,false,
12,Wheeljack,19,6,90,true,Hangzhou,false,Rabbit-2
12,Ratchet,16,6,180,true,Kunming,false,Rabbit-1
12,Ironhide,2,12,270,true,Chengdu,false,Horse-1
12,Hound,2,14,270,false,,false,
12,Smokescreen,2,17,270,false,,false,
12,Megatron,19,17,270,false,,false,
12,Bluestreak,19,14,270,false,,false,
12,RedAlert,19,12,270,true,Shanghai,false,Monkey-1
13,Optimus,4,7,0,true,Xiamen,false,Tiger-1
13,Bumblebee,2,7,90,true,Changsha,false,Tiger-2
13,Jazz,2,5,90,false,,false,
13,Sideswipe,19,5,90,false,,false,
13,Wheeljack,19,6,180,true,Hangzhou,false,Rabbit-2
13,Ratchet,15,6,180,true,Kunming,false,Rabbit-1
13,Ironhide,2,11,270,true,Chengdu,false,Horse-1
13,Hound,2,14,270,true,Shenzhen,false,Horse-2
13,Smokescreen,2,16,270,false,,false,
13,Megatron,19,16,270,false,,false,
13,Bluestreak,19,14,270,true,Chengdu,false,Monkey-2
13,RedAlert,19,11,270,true,Shanghai,false,Monkey-1
14,Optimus,5,7,0,true,Xiamen,false,Tiger-1
14,Bumblebee,2,7,0,true,Changsha,false,Tiger-2
14,Jazz,2,6,90,false,,false,
14,Sideswipe,19,6,90,false,,false,
14,Wheeljack,18,6,180,true,Hangzhou,false,Rabbit-2
14,Ratchet,14,6,180,true,Kunming,false,Rabbit-1
14,Ironhide,2,10,270,true,Chengdu,false,Horse-1
14,Hound,2,13,270,true,Shenzhen,false,Horse-2
14,Smokescreen,2,15,270,false,,false,
14,Megatron,19,15,270,false,,false,
14,Bluestreak,19,13,270,true,Chengdu,false,Monkey-2
14,RedAlert,19,10,270,true,Shanghai,false,Monkey-1
15,Optimus,6,7,0,true,Xiamen,false,Tiger-1
15,Bumblebee,3,7,0,true,Changsha,false,Tiger-2
15,Jazz,2,6,90,true,Guangzhou,false,Tiger-3
15,Sideswipe,19,6,90,true,Beijing,false,Rabbit-3
15,Wheeljack,17,6,180,true,Hangzhou,false,Rabbit-2
15,Ratchet,13,6,180,true,Kunming,false,Rabbit-1
15,Ironhide,2,9,270,true,Chengdu,false,Horse-1
15,Hound,2,12,270,true,Shenzhen,false,Horse-2
15,Smokescreen,2,14,270,false,,false,
15,Megatron,19,14,270,false,,false,
15,Bluestreak,19,12,270,true,Chengdu,false,Monkey-2
15,RedAlert,19,9,270,true,Shanghai,false,Monkey-1
16,Optimus,7,7,0,true,Xiamen,false,Tiger-1
16,Bumblebee,4,7,0,true,Changsha,false,Tiger-2
16,Jazz,2,6,0,true,Guangzhou,false,Tiger-3
16,Sideswipe,19,6,180,true,Beijing,false,Rabbit-3
16,Wheeljack,16,6,180,true,Hangzhou,false,Rabbit-2
16,Ratchet,13,6,90,true,Kunming,false,Rabbit-1
16,Ironhide,2,8,270,true,Chengdu,false,Horse-1
16,Hound,2,11,270,true,Shenzhen,false,Horse-2
16,Smokescreen,2,14,270,true,Tianjin,false,Horse-3
16,Megatron,19,14,270,true,Beijing,true,Monkey-3
16,Bluestreak,19,11,270,true,Chengdu,false,Monkey-2
16,RedAlert,19,9,180,true,Shanghai,false,Monkey-1
17,Optimus,8,7,0,true,Xiamen,false,Tiger-1
17,Bumblebee,5,7,0,true,Changsha,false,Tiger-2
17,Jazz,3,6,0,true,Guangzhou,false,Tiger-3
17,Sideswipe,18,6,180,true,Beijing,false,Rabbit-3
17,Wheeljack,15,6,180,true,Hangzhou,false,Rabbit-2
17,Ratchet,13,7,90,true,Kunming,false,Rabbit-1
17,Ironhide,2,7,270,true,Chengdu,false,Horse-1
17,Hound,2,10,270,true,Shenzhen,false,Horse-2
17,Smokescreen,2,13,270,true,Tianjin,false,Horse-3
17,Megatron,19,13,270,true,Beijing,true,Monkey-3
17,Bluestreak,19,10,270,true,Chengdu,false,Monkey-2
17,RedAlert,18,9,180,true,Shanghai,false,Monkey-1
18,Optimus,9,7,0,true,Xiamen,false,Tiger-1
18,Bumblebee,6,7,0,true,Changsha,false,Tiger-2
18,Jazz,4,6,0,true,Guangzhou,false,Tiger-3
18,Sideswipe,17,6,180,true,Beijing,false,Rabbit-3
18,Wheeljack,14,6,180,true,Hangzhou,false,Rabbit-2
18,Ratchet,13,8,90,true,Kunming,false,Rabbit-1
18,Ironhide,2,6,270,true,Chengdu,false,Horse-1
18,Hound,2,10,0,true,Shenzhen,false,Horse-2
18,Smokescreen,2,13,0,true,Tianjin,false,Horse-3
18,Megatron,19,12,270,true,Beijing,true,Monkey-3
18,Bluestreak,19,9,270,true,Chengdu,false,Monkey-2
18,RedAlert,17,9,180,true,Shanghai,false,Monkey-1
19,Optimus,10,7,0,true,Xiamen,false,Tiger-1
19,Bumblebee,7,7,0,true,Changsha,false,Tiger-2
19,Jazz,5,6,0,true,Guangzhou,false,Tiger-3
19,Sideswipe,16,6,180,true,Beijing,false,Rabbit-3
19,Wheeljack,13,6,180,true,Hangzhou,false,Rabbit-2
19,Ratchet,13,9,90,true,Kunming,false,Rabbit-1
19,Ironhide,2,5,270,true,Chengdu,false,Horse-1
19,Hound,3,10,0,true,Shenzhen,false,Horse-2
19,Smokescreen,3,13,0,true,Tianjin,false,Horse-3
19,Megatron,19,11,270,true,Beijing,true,Monkey-3
19,Bluestreak,19,8,270,true,Chengdu,false,Monkey-2
19,RedAlert,16,9,180,true,Shanghai,false,Monkey-1
20,Optimus,11,7,0,true,Xiamen,false,Tiger-1
20,Bumblebee,8,7,0,true,Changsha,false,Tiger-2
20,Jazz,6,6,0,true,Guangzhou,false,Tiger-3
20,Sideswipe,15,6,180,true,Beijing,false,Rabbit-3
20,Wheeljack,12,6,180,true,Hangzhou,false,Rabbit-2
20,Ratchet,13,10,90,true,Kunming,false,Rabbit-1
20,Ironhide,2,5,0,true,Chengdu,false,Horse-1
20,Hound,3,10,0,true,Shenzhen,false,Horse-2
20,Smokescreen,4,13,0,true,Tianjin,false,Horse-3
20,Megatron,19,10,270,true,Beijing,true,Monkey-3
20,Bluestreak,19,7,270,true,Chengdu,false,Monkey-2
20,RedAlert,15,9,180,true,Shanghai,false,Monkey-1
21,Optimus,12,7,0,true,Xiamen,false,Tiger-1
21,Bumblebee,8,7,90,true,Changsha,false,Tiger-2
21,Jazz,7,6,0,true,Guangzhou,false,Tiger-3
21,Sideswipe,14,6,180,true,Beijing,false,Rabbit-3
21,Wheeljack,11,6,180,true,Hangzhou,false,Rabbit-2
21,Ratchet,13,11,90,true,Kunming,false,Rabbit-1
21,Ironhide,3,5,0,true,Chengdu,false,Horse-1
21,Hound,4,10,0,true,Shenzhen,false,Horse-2
21,Smokescreen,5,13,0,true,Tianjin,false,Horse-3
21,Megatron,19,9,270,true,Beijing,true,Monkey-3
21,Bluestreak,19,6,270,true,Chengdu,false,Monkey-2
21,RedAlert,14,9,180,true,Shanghai,false,Monkey-1
22,Optimus,12,7,0,false,,false,
22,Bumblebee,8,8,90,true,Changsha,false,Tiger-2
22,Jazz,7,6,90,true,Guangzhou,false,Tiger-3
22,Sideswipe,13,6,180,true,Beijing,false,Rabbit-3
22,Wheeljack,10,6,180,true,Hangzhou,false,Rabbit-2
22,Ratchet,13,12,90,true,Kunming,false,Rabbit-1
22,Ironhide,4,5,0,true,Chengdu,false,Horse-1
22,Hound,5,10,0,true,Shenzhen,false,Horse-2
22,Smokescreen,6,13,0,true,Tianjin,false,Horse-3
22,Megatron,19,8,270,true,Beijing,true,Monkey-3
22,Bluestreak,19,5,270,true,Chengdu,false,Monkey-2
22,RedAlert,13,9,180,true,Shanghai,false,Monkey-1
23,Optimus,13,7,0,false,,false,
23,Bumblebee,8,9,90,true,Changsha,false,Tiger-2
23,Jazz,7,7,90,true,Guangzhou,false,Tiger-3
23,Sideswipe,12,6,180,true,Beijing,false,Rabbit-3
23,Wheeljack,9,6,180,true,Hangzhou,false,Rabbit-2
23,Ratchet,13,12,90,false,,false,
23,Ironhide,5,5,0,true,Chengdu,false,Horse-1
23,Hound,6,10,0,true,Shenzhen,false,Horse-2
23,Smokescreen,7,13,0,true,Tianjin,false,Horse-3
23,Megatron,19,7,270,true,Beijing,true,Monkey-3
23,Bluestreak,19,5,180,true,Chengdu,false,Monkey-2
23,RedAlert,12,9,180,true,Shanghai,false,Monkey-1
24,Optimus,14,7,0,false,,false,
24,Bumblebee,8,10,90,true,Changsha,false,Tiger-2
24,Jazz,7,8,90,true,Guangzhou,false,Tiger-3
24,Sideswipe,11,6,180,true,Beijing,false,Rabbit-3
24,Wheeljack,8,6,180,true,Hangzhou,false,Rabbit-2
24,Ratchet,13,12,270,false,,false,
24,Ironhide,6,5,0,true,Chengdu,false,Horse-1
24,Hound,7,10,0,true,Shenzhen,false,Horse-2
24,Smokescreen,8,13,0,true,Tianjin,false,Horse-3
24,Megatron,19,6,270,true,Beijing,true,Monkey-3
24,Bluestreak,18,5,180,true,Chengdu,false,Monkey-2
24,RedAlert,11,9,180,true,Shanghai,false,Monkey-1
25,Optimus,15,7,0,false,,false,
25,Bumblebee,8,11,90,true,Changsha,false,Tiger-2
25,Jazz,7,9,90,true,Guangzhou,false,Tiger-3
25,Sideswipe,10,6,180,true,Beijing,false,Rabbit-3
25,Wheeljack,7,6,180,true,Hangzhou,false,Rabbit-2
25,Ratchet,13,11,270,false,,false,
25,Ironhide,7,5,0,true,Chengdu,false,Horse-1
25,Hound,8,10,0,true,Shenzhen,false,Horse-2
25,Smokescreen,9,13,0,true,Tianjin,false,Horse-3
25,Megatron,19,6,180,true,Beijing,true,Monkey-3
25,Bluestreak,17,5,180,true,Chengdu,false,Monkey-2
25,RedAlert,10,9,180,true,Shanghai,false,Monkey-1
26,Optimus,16,7,0,false,,false,
26,Bumblebee,8,12,90,true,Changsha,false,Tiger-2
26,Jazz,7,10,90,true,Guangzhou,false,Tiger-3
26,Sideswipe,9,6,180,true,Beijing,false,Rabbit-3
26,Wheeljack,7,6,90,true,Hangzhou,false,Rabbit-2
26,Ratchet,13,10,270,false,,false,
26,Ironhide,8,5,0,true,Chengdu,false,Horse-1
26,Hound,9,10,0,true,Shenzhen,false,Horse-2
26,Smokescreen,10,13,0,true,Tianjin,false,Horse-3
26,Megatron,18,6,180,true,Beijing,true,Monkey-3
26,Bluestreak,16,5,180,true,Chengdu,false,Monkey-2
26,RedAlert,9,9,180,true,Shanghai,false,Monkey-1
27,Optimus,17,7,0,false,,false,
27,Bumblebee,8,12,90,false,,false,
27,Jazz,7,11,90,true,Guangzhou,false,Tiger-3
27,Sideswipe,8,6,180,true,Beijing,false,Rabbit-3
27,Wheeljack,7,7,90,true,Hangzhou,false,Rabbit-2
27,Ratchet,13,10,0,false,,false,
27,Ironhide,9,5,0,true,Chengdu,false,Horse-1
27,Hound,10,10,0,true,Shenzhen,false,Horse-2
27,Smokescreen,11,13,0,true,Tianjin,false,Horse-3
27,Megatron,17,6,180,true,Beijing,true,Monkey-3
27,Bluestreak,15,5,180,true,Chengdu,false,Monkey-2
27,RedAlert,8,9,180,true,Shanghai,false,Monkey-1
28,Optimus,18,7,0,false,,false,
28,Bumblebee,8,12,270,false,,false,
28,Jazz,7,12,90,true,Guangzhou,false,Tiger-3
28,Sideswipe,7,6,180,true,Beijing,false,Rabbit-3
28,Wheeljack,7,8,90,true,Hangzhou,false,Rabbit-2
28,Ratchet,14,10,0,false,,false,
28,Ironhide,10,5,0,true,Chengdu,false,Horse-1
28,Hound,11,10,0,true,Shenzhen,false,Horse-2
28,Smokescreen,12,13,0,true,Tianjin,false,Horse-3
28,Megatron,16,6,180,true,Beijing,true,Monkey-3
28,Bluestreak,14,5,180,true,Chengdu,false,Monkey-2
28,RedAlert,7,9,180,true,Shanghai,false,Monkey-1
29,Optimus,19,7,0,false,,false,
29,Bumblebee,8,11,270,false,,false,
29,Jazz,7,13,90,true,Guangzhou,false,Tiger-3
29,Sideswipe,7,6,270,true,Beijing,false,Rabbit-3
29,Wheeljack,7,9,90,true,Hangzhou,false,Rabbit-2
29,Ratchet,15,10,0,false,,false,
29,Ironhide,11,5,0,true,Chengdu,false,Horse-1
29,Hound,12,10,0,true,Shenzhen,false,Horse-2
29,Smokescreen,13,13,0,true,Tianjin,false,Horse-3
29,Megatron,15,6,180,true,Beijing,true,Monkey-3
29,Bluestreak,13,5,180,true,Chengdu,false,Monkey-2
29,RedAlert,6,9,180,true,Shanghai,false,Monkey-1
30,Optimus,19,7,270,false,,false,
30,Bumblebee,8,10,270,false,,false,
30,Jazz,7,14,90,true,Guangzhou,false,Tiger-3
30,Sideswipe,7,5,270,true,Beijing,false,Rabbit-3
30,Wheeljack,7,10,90,true,Hangzhou,false,Rabbit-2
30,Ratchet,16,10,0,false,,false,
30,Ironhide,12,5,0,true,Chengdu,false,Horse-1
30,Hound,13,10,0,true,Shenzhen,false,Horse-2
30,Smokescreen,14,13,0,true,Tianjin,false,Horse-3
30,Megatron,14,6,180,true,Beijing,true,Monkey-3
30,Bluestreak,13,5,270,true,Chengdu,false,Monkey-2
30,RedAlert,6,9,180,false,,false,
31,Optimus,19,6,270,false,,false,
31,Bumblebee,8,10,180,false,,false,
31,Jazz,7,15,90,true,Guangzhou,false,Tiger-3
31,Sideswipe,7,4,270,true,Beijing,false,Rabbit-3
31,Wheeljack,7,11,90,true,Hangzhou,false,Rabbit-2
31,Ratchet,17,10,0,false,,false,
31,Ironhide,12,5,0,false,,false,
31,Hound,14,10,0,true,Shenzhen,false,Horse-2
31,Smokescreen,15,13,0,true,Tianjin,false,Horse-3
31,Megatron,13,6,180,true,Beijing,true,Monkey-3
31,Bluestreak,13,4,270,true,Chengdu,false,Monkey-2
31,RedAlert,5,9,180,false,,false,
32,Optimus,19,6,270,true,Chengdu,false,Rabbit-4
32,Bumblebee,7,10,180,false,,false,
32,Jazz,7,16,90,true,Guangzhou,false,Tiger-3
32,Sideswipe,7,4,270,false,,false,
32,Wheeljack,7,12,90,true,Hangzhou,false,Rabbit-2
32,Ratchet,18,10,0,false,,false,
32,Ironhide,13,5,0,false,,false,
32,Hound,14,10,270,true,Shenzhen,false,Horse-2
32,Smokescreen,15,13,0,false,,false,
32,Megatron,12,6,180,true,Beijing,true,Monkey-3
32,Bluestreak,13,4,270,false,,false,
32,RedAlert,4,9,180,false,,false,
33,Optimus,19,5,270,true,Chengdu,false,Rabbit-4
33,Bumblebee,6,10,180,false,,false,
33,Jazz,7,16,0,true,Guangzhou,false,Tiger-3
33,Sideswipe,7,4,90,false,,false,
33,Wheeljack,7,13,90,true,Hangzhou,false,Rabbit-2
33,Ratchet,19,10,0,false,,false,
33,Ironhide,14,5,0,false,,false,
33,Hound,14,9,270,true,Shenzhen,false,Horse-2
33,Smokescreen,16,13,0,false,,false,
33,Megatron,11,6,180,true,Beijing,true,Monkey-3
33,Bluestreak,13,4,90,false,,false,
33,RedAlert,3,9,180,false,,false,
34,Optimus,19,4,270,true,Chengdu,false,Rabbit-4
34,Bumblebee,5,10,180,false,,false,
34,Jazz,8,16,0,true,Guangzhou,false,Tiger-3
34,Sideswipe,7,5,90,false,,false,
34,Wheeljack,7,14,90,true,Hangzhou,false,Rabbit-2
34,Ratchet,19,10,0,true,Suzhou,false,Ox-1
34,Ironhide,15,5,0,false,,false,
34,Hound,14,8,270,true,Shenzhen,false,Horse-2
34,Smokescreen,17,13,0,false,,false,
34,Megatron,10,6,180,true,Beijing,true,Monkey-3
34,Bluestreak,13,5,90,false,,false,
34,RedAlert,2,9,180,false,,false,
35,Optimus,19,3,270,true,Chengdu,false,Rabbit-4
35,Bumblebee,4,10,180,false,,false,
35,Jazz,8,16,0,false,,false,
35,Sideswipe,7,6,90,false,,false,
35,Wheeljack,7,15,90,true,Hangzhou,false,Rabbit-2
35,Ratchet,19,10,180,true,Suzhou,false,Ox-1
35,Ironhide,16,5,0,false,,false,
35,Hound,14,7,270,true,Shenzhen,false,Horse-2
35,Smokescreen,18,13,0,false,,false,
35,Megatron,9,6,180,true,Beijing,true,Monkey-3
35,Bluestreak,13,6,90,false,,false,
35,RedAlert,2,9,270,false,,false,
36,Optimus,19,3,180,true,Chengdu,false,Rabbit-4
36,Bumblebee,3,10,180,false,,false,
36,Jazz,8,16,270,false,,false,
36,Sideswipe,7,6,180,false,,false,
36,Wheeljack,7,16,90,true,Hangzhou,false,Rabbit-2
36,Ratchet,18,10,180,true,Suzhou,false,Ox-1
36,Ironhide,17,5,0,false,,false,
36,Hound,14,6,270,true,Shenzhen,false,Horse-2
36,Smokescreen,19,13,0,false,,false,
36,Megatron,8,6,180,true,Beijing,true,Monkey-3
36,Bluestreak,13,6,0,false,,false,
36,RedAlert,2,8,270,false,,false,
37,Optimus,18,3,180,true,Chengdu,false,Rabbit-4
37,Bumblebee,2,10,180,false,,false,
37,Jazz,8,15,270,false,,false,
37,Sideswipe,6,6,180,false,,false,
37,Wheeljack,7,16,90,false,,false,
37,Ratchet,17,10,180,true,Suzhou,false,Ox-1
37,Ironhide,18,5,0,false,,false,
37,Hound,14,5,270,true,Shenzhen,false,Horse-2
37,Smokescreen,19,13,90,false,,false,
37,Megatron,7,6,180,true,Beijing,true,Monkey-3
37,Bluestreak,14,6,0,false,,false,
37,RedAlert,2,7,270,false,,false,
38,Optimus,17,3,180,true,Chengdu,false,Rabbit-4
38,Bumblebee,2,10,180,true,Hangzhou,false,Dragon-1
38,Jazz,8,14,270,false,,false,
38,Sideswipe,5,6,180,false,,false,
38,Wheeljack,7,16,90,false,,false,
38,Ratchet,16,10,180,true,Suzhou,false,Ox-1
38,Ironhide,19,5,0,false,,false,
38,Hound,14,4,270,true,Shenzhen,false,Horse-2
38,Smokescreen,19,14,90,false,,false,
38,Megatron,6,6,180,true,Beijing,true,Monkey-3
38,Bluestreak,15,6,0,false,,false,
38,RedAlert,2,6,270,false,,false,
39,Optimus,16,3,180,true,Chengdu,false,Rabbit-4
39,Bumblebee,2,10,90,true,Hangzhou,false,Dragon-1
39,Jazz,8,14,180,false,,false,
39,Sideswipe,4,6,180,false,,false,
39,Wheeljack,7,16,90,false,,false,
39,Ratchet,15,10,180,true,Suzhou,false,Ox-1
39,Ironhide,19,5,90,false,,false,
39,Hound,14,4,270,false,,false,
39,Smokescreen,19,14,90,true,Nanjing,false,Monkey-4
39,Megatron,6,6,270,true,Beijing,true,Monkey-3
39,Bluestreak,16,6,0,false,,false,
39,RedAlert,2,6,270,true,Kunming,false,Tiger-4
40,Optimus,15,3,180,true,Chengdu,false,Rabbit-4
40,Bumblebee,2,11,90,true,Hangzhou,false,Dragon-1
40,Jazz,7,14,180,false,,false,
40,Sideswipe,3,6,180,false,,false,
40,Wheeljack,7,16,270,false,,false,
40,Ratchet,14,10,180,true,Suzhou,false,Ox-1
40,Ironhide,19,6,90,false,,false,
40,Hound,14,4,90,false,,false,
40,Smokescreen,19,14,270,true,Nanjing,false,Monkey-4
40,Megatron,6,5,270,true,Beijing,true,Monkey-3
40,Bluestreak,17,6,0,false,,false,
40,RedAlert,2,6,90,true,Kunming,false,Tiger-4
41,Optimus,14,3,180,true,Chengdu,false,Rabbit-4
41,Bumblebee,2,12,90,true,Hangzhou,false,Dragon-1
41,Jazz,6,14,180,false,,false,
41,Sideswipe,2,6,180,false,,false,
41,Wheeljack,7,15,270,false,,false,
41,Ratchet,13,10,180,true,Suzhou,false,Ox-1
41,Ironhide,19,6,90,true,Dalian,false,Rabbit-5
41,Hound,14,5,90,false,,false,
41,Smokescreen,19,13,270,true,Nanjing,false,Monkey-4
41,Megatron,6,5,270,false,,false,
41,Bluestreak,18,6,0,false,,false,
41,RedAlert,2,7,90,true,Kunming,false,Tiger-4
42,Optimus,13,3,180,true,Chengdu,false,Rabbit-4
42,Bumblebee,2,13,90,true,Hangzhou,false,Dragon-1
42,Jazz,5,14,180,false,,false,
42,Sideswipe,2,6,180,true,Wuhan,false,Tiger-5
42,Wheeljack,7,14,270,false,,false,
42,Ratchet,12,10,180,true,Suzhou,false,Ox-1
42,Ironhide,19,7,90,true,Dalian,false,Rabbit-5
42,Hound,14,5,90,false,,false,
42,Smokescreen,19,12,270,true,Nanjing,false,Monkey-4
42,Megatron,6,5,180,false,,false,
42,Bluestreak,19,6,0,false,,false,
42,RedAlert,2,8,90,true,Kunming,false,Tiger-4
43,Optimus,12,3,180,true,Chengdu,false,Rabbit-4
43,Bumblebee,2,14,90,true,Hangzhou,false,Dragon-1
43,Jazz,4,14,180,false,,false,
43,Sideswipe,2,6,90,true,Wuhan,false,Tiger-5
43,Wheeljack,7,14,180,false,,false,
43,Ratchet,11,10,180,true,Suzhou,false,Ox-1
43,Ironhide,19,8,90,true,Dalian,false,Rabbit-5
43,Hound,14,6,90,false,,false,
43,Smokescreen,19,11,270,true,Nanjing,false,Monkey-4
43,Megatron,5,5,180,false,,false,
43,Bluestreak,19,6,0,true,Chengdu,false,Rabbit-6
43,RedAlert,2,9,90,true,Kunming,false,Tiger-4
44,Optimus,12,3,180,false,,false,
44,Bumblebee,2,15,90,true,Hangzhou,false,Dragon-1
44,Jazz,3,14,180,false,,false,
44,Sideswipe,2,7,90,true,Wuhan,false,Tiger-5
44,Wheeljack,6,14,180,false,,false,
44,Ratchet,10,10,180,true,Suzhou,false,Ox-1
44,Ironhide,19,8,180,true,Dalian,false,Rabbit-5
44,Hound,14,6,0,false,,false,
44,Smokescreen,19,10,270,true,Nanjing,false,Monkey-4
44,Megatron,4,5,180,false,,false,
44,Bluestreak,19,6,270,true,Chengdu,false,Rabbit-6
